,idx,title,ingredients,directions,#actions
491553,491553,Veal Marengo,"[""2 Tbsp. butter or margarine"", ""2 Tbsp. pure vegetable oil"", ""3 lb. veal shoulder, cut in 1 1/2-inch pieces"", ""1 c. minced onion"", ""1 clove garlic, minced"", ""3 Tbsp. flour"", ""1 c. dry white wine"", ""1 (13 3/4 oz.) can chicken broth"", ""1 (8 oz.) can tomato sauce"", ""1 small bay leaf"", ""1/4 tsp. leaf thyme, crumbled"", ""1/4 c. butter or margarine"", ""1 lb. small mushrooms"", ""1 (1 lb.) can small boiled onions, well drained"", ""1 c. sliced stuffed olives"", ""salt"", ""pepper"", ""2 Tbsp. chopped parsley""]","[""Heat 2 tablespoons butter or margarine and oil in heavy saucepan or Dutch oven over medium heat."", ""Brown veal on all sides, in several batches, removing meat as it browns."", ""Add onion and garlic to fat left in pan."", ""Cook 1 minute."", ""Sprinkle with flour. Cook 1 minute, stirring constantly."", ""Return meat to pan."", ""Add wine, chicken broth, tomato sauce, bay leaf and thyme."", ""Cover."", ""Bring to boiling."", ""Lower heat."", ""Simmer 1 hour or until meat is tender."", ""Melt 3 tablespoons butter or margarine in skillet over medium heat. Saute mushrooms until tender, stirring or tossing occasionally. Remove from skillet; reserve."", ""Melt 1 tablespoon butter or margarine in same skillet; add onion and saute until glazed a golden brown."", ""Add mushrooms, onion and olives to veal five minutes before meat is cooked."", ""Simmer 2 to 3 minutes."", ""Transfer meat and vegetables to serving dish with slotted spoon."", ""Keep warm."", ""Bring sauce to boiling."", ""Simmer 5 minutes, skimming fat as it comes to surface."", ""Correct seasoning with salt and pepper."", ""Strain sauce over meat and vegetables."", ""Sprinkle with chopped parsley."", ""Garnish with toast points, if desired."", ""Makes 6 servings.""]",9
496621,496621,Whole Wheat Bread,"[""5 1/2 to 6 c. unsifted all-purpose flour"", ""3 Tbsp. sugar"", ""2 pkg. active dry yeast"", ""3/4 c. water"", ""2 c. unsifted whole wheat flour"", ""4 tsp. salt"", ""2 c. milk"", ""1/4 c. margarine""]","[""Combine flours."", ""In a large bowl thoroughly mix 2 1/2 cups flour mixture, sugar, salt and undissolved yeast."", ""Combine milk, water and margarine in saucepan."", ""Heat over low heat until liquids are very warm (120\u00b0 to 130\u00b0)."", ""Margarine does not need to melt. Gradually add to dry ingredients and beat 2 minutes at medium speed, scraping bowl occasionally."", ""Add 1 cup flour mixture."", ""Beat at high speed 2 minutes, scraping bowl occasionally."", ""Stir in additional flour to make a stiff dough."", ""Turn onto lightly floured board and knead until smooth and elastic, about 8 to 10 minutes. Cover with plastic wrap, then a towel."", ""Let rest 20 minutes. Divide dough in half."", ""Roll each half into 14 x 9-inch rectangle. Shape into loaves."", ""Place in 2 greased 9 x 5 x 3-inch loaf pans. Brush with oil and cover with plastic wrap."", ""Refrigerate 2 to 24 hours."", ""When ready to bake, remove from the refrigerator."", ""Uncover dough carefully."", ""Let stand at room temperature 10 minutes."", ""With toothpick, puncture any gas bubbles that may have formed."", ""Bake at 400\u00b0 for 40 minutes or until done."", ""Remove from pans and cool on wire racks.""]",9
497269,497269,Tropical Stuffed Young Turkey,"[""1 lb. Young turkey"", ""1 (8 oz.) can crushed pineapple in natural juices"", ""1 (12 oz.) jar red pepper or red currant jelly"", ""2 Tbsp. chopped, crystallized ginger"", ""nonstick cooking spray"", ""2 Tbsp. butter"", ""3/4 c. currants"", ""1 c. chopped Macadamia nuts"", ""3 c. cooked brown rice"", ""1/2 c. chicken broth""]","[""Preheat oven to 350\u00b0."", ""Remove giblets and neck from Young turkey; set aside for another use."", ""Remove and discard excess fat. Wash turkey; dry with paper towels."", ""Drain pineapple, pouring juices into small saucepan."", ""Add jelly to juice; set aside. Reserve pineapple."", ""In a large skillet over medium-high heat, melt butter."", ""Add onion and Macadamia nuts; saute until onion is tender, about 3 minutes."", ""Add pineapple, rice, currants, ginger and broth; heat through."", ""Spoon mixture into neck cavity of turkey."", ""Bring neck skin over stuffing into body cavity; do not pack."", ""(Place extra stuffing in greased baking dish; cover and bake last 30 minutes turkey bakes.)"", ""Close body cavity with poultry pins."", ""Lace with string."", ""Tie legs together."", ""Pin wings to breast."", ""Grease rack in roasting pan with cooking spray."", ""Place turkey, breast side up, on rack."", ""Insert meat thermometer into thickest portion of thigh away from the bone."", ""Heat jelly mixture until jelly melts, stirring until blended."", ""Brush some mixture over turkey."", ""Roast, uncovered, basting every 30 minutes with jelly mixture, until thermometer registers 170\u00b0."", ""Place turkey on warm serving platter."", ""Remove pins and string."", ""Let stand 15 minutes for easier carving."", ""If desired, garnish with pineapple and papaya slices, lime twists and parsley."", ""Makes 6 servings.""]",9
497926,497926,Lasagna By Mike Hoover,"[""15 lasagna noodles"", ""3 Tbsp. olive oil"", ""4 cloves garlic, minced"", ""3 cans tomato paste"", ""3 cans whole tomatoes, peeled"", ""1 pkg. grated Parmesan cheese"", ""3 eggs"", ""black pepper to taste"", ""3 Tbsp. dry parsley"", ""2 tsp. basil (leaf)"", ""8 oz. fresh mushrooms"", ""1 tsp. thyme"", ""1 large onion, chopped"", ""1 lb. ground pork"", ""2 lb. ground beef"", ""2 c. water"", ""3 lb. Mozzarella cheese"", ""3 lb. small curd cottage cheese"", ""salt to taste"", ""4 bay leaves"", ""3 tsp. oregano"", ""1/2 tsp. rosemary"", ""1 dash red pepper""]","[""Saute onion and garlic in olive oil."", ""Add meats and brown. When brown, add all other ingredients."", ""Simmer 1 to 2 hours over low heat, covered."", ""While the sauce is simmering grate the cheese in a large bowl and set in the refrigerator to chill."", ""Beat the eggs well and add to the cottage cheese; also put in the fridge to chill."", ""Cook lasagna noodles according to package instructions; drain and cool."", ""In a 12 x 18-inch pan, put enough sauce in the bottom of the pan which has been buttered to cover it."", ""Follow with a layer of noodles, layer of Mozzarella cheese and egg cottage cheese mixture."", ""Repeat layers until pan is full."", ""Sprinkle with grated Parmesan cheese and bake for 40 minutes at 375\u00b0."", ""The pan can be put in the refrigerator overnight if you are not going to serve it right away."", ""If you do it will take about 90 minutes of cooking to get hot to the middle."", ""Serves 18.""]",9
506609,506609,Sauerbraten,"[""3 c. water"", ""1 c. cider vinegar"", ""2 large onions, sliced"", ""1 lemon"", ""1/3 c. sugar"", ""2 tsp. salt"", ""8 peppercorns"", ""4 whole cloves"", ""2 bay leaves"", ""1 (4 lb.) beef bottom round pot roast"", ""1/4 c. margarine"", ""1/4 c. unsifted flour"", ""1/3 c. cold water"", ""1/2 c. crushed gingersnaps""]","[""In large bowl, combine 3 cups water, vinegar, onions, lemon, sugar, salt, peppercorns, cloves and bay leaves."", ""Add pot roast, turning to coat with marinade."", ""Refrigerate for minimum of 4 hours. Remove meat, dry well with paper towels."", ""Discard lemon, reserve marinade."", ""Coat meat with 2 tablespoons of flour."", ""In Dutch oven, over medium heat, brown meat well in margarine."", ""Add marinade, cover and let simmer 2 to 3 hours."", ""Remove meat to warm platter, press liquid through coarse sieve and skim off fat."", ""Measure 4 cups liquid, adding water if necessary."", ""Return liquid to Dutch oven. Mix remaining 2 tablespoons flour and 1/3 cup water."", ""Stir into strained liquid; bring to a boil, stirring constantly."", ""Reduce heat, add gingersnaps and simmer 3 minutes."", ""Serve meat thinly sliced with gravy."", ""Makes 10 servings.""]",9
527896,527896,Chicken Club Brunch Ring,"[""1 c. mayonnaise"", ""2 Tbsp. Dijon mustard"", ""2 Tbsp. fresh snipped parsley"", ""1 Tbsp. finely chopped onion"", ""1 can (10 oz.) chunk white chicken drained and flaked"", ""4 slices crisply cooked and chopped bacon"", ""1 c. (4 oz.) finely shredded Swiss cheese"", ""2 pkg. (8 oz.) refrigerated Crescent tolls"", ""1 or 2 large plum tomatoes thinly sliced"", ""1 medium red bell pepper"", ""2 c. shredded lettuce""]","[""Preheat oven to 375\u00b0."", ""In a 1 qt. bowl combine mayonnaise, mustard, snipped parsley and chopped onion, mix well."", ""In a 2 qt. batter bowl flake chicken with pastry blender, chop bacon in food chopper."", ""Add bacon, 3/4 c. of Swiss cheese and 1/3 c. mayonnaise, mix well."", ""Unroll crescent dough, separate into 16 triangles. Arrange triangles in circle on a 13 inch round baking stone with wide ends of triangles overlapping in the center and points toward the outside (there should be a 5 inch diameter opening in the center of stone.)"", ""Using medium stainless steel scoop, scoop chicken mixture evenly on to widest end of triangle."", ""Bring outside points up over filling and tuck under wide ends of dough at center (filling will not be completely covered)."", ""Slice tomato, cut each slice in half, place one tomato half over filling between openings of ring."", ""Bake 20 - 25 minutes or until deep golden brown."", ""Remove from oven; immediately sprinkle with remaining 1/4 c. cheese. Using V-shaped cutters; cut bell pepper in half."", ""Separate halves; remove membranes and seeds."", ""Fill with remaining mayonnaise mixture."", ""Place in center of ring."", ""Arrange lettuce around pepper. To serve cut with slice n serve.""]",9
528164,528164,Eggplant Rollatini,"[""3 large eggs"", ""1 tsp. salt - divided"", ""1 tsp. black pepper - divided"", ""3 Tbsp. grated parmesan cheese"", ""2 medium egg plants, peeled and sliced lengthwise in 1/8 inch slices"", ""1 cup olive oil"", ""16 oz. ricotta or cottage cheese"", ""2 Tbsp. parsley"", ""1 cup shredded mozzarella"", ""About 2 cups prepared marinara sauce"", ""1 cup or more of flour"", ""Optional: 25 slices of pepperoni""]","[""Wisk together 2 eggs, 1/2 tsp. salt, 1/2 tsp. pepper, 3 Tbsp. Parmesan cheese until blended."", ""Dredge eggplant slices in flour, then in egg mixture."", ""Heat olive oil in a large deep skillet until hot, but not smoking."", ""Place eggplant slices in the hot oil and fry for a minute or two on each side until golden."", ""Remove from skillet and blot on paper towels until cool enough to handle."", ""Place ricotta or cottage cheese in a bowl and mix with remaining egg, salt, pepper, parsley and mozzarrella."", ""Mix well."", ""To stuff eggplant:"", ""Place one slice of eggplant on a clean, flat work surface."", ""Place a heaping spoonful of cheese mixture on the center of the eggplant."", ""Beginning at the wider end of the eggplant, roll up like an eggroll."", ""Repeat with remaining eggplant and ricotta mixture."", ""Pour 1 cup marinara sauce and 1/2 cup water into a 9 X 12 inch baking dish."", ""Place eggplant rolls side by side and top with remaining marinara sauce."", ""If desired, place a piece of pepperoni on top of each roll."", ""Cover baking dish with foil, and bake in 350 degree oven for about 25 minutes, until bubbly around edges."", ""Let cook about 5 minutes before serving with a salad and side of pasta.""]",9
535320,535320,Sour Cream Coffee Cake,"[""1/2 lb. butter (two sticks)"", ""4 eggs"", ""2 c. sugar"", ""4 c. flour"", ""2 tsp. baking soda"", ""2 tsp. baking powder"", ""1 tsp. salt"", ""1 pt. sour cream (preferably Breakstone)"", ""2 tsp. vanilla"", ""2 tsp. lemon juice"", ""1/2 c. sugar"", ""about 3 Tbsp. cinnamon""]","[""Beat butter until creamy."", ""Add 2 cups of sugar and continue beating."", ""Add the four eggs and beat until mixture is very creamy. Preheat oven to 325\u00b0."", ""To mixture add vanilla and lemon juice and continue mixing well."", ""In a small bowl add baking soda, baking powder and salt to one cup of flour."", ""Add to mixture; beat about 2 minutes."", ""Add the rest of flour, one cup at a time."", ""Mixture will be a little stiff."", ""Add sour cream and continue beating until mixture is creamy."", ""Oil and flour a 9 x 13-inch baking pan, a Bundt pan or a cheesecake pan."", ""Add 1/2 of cake mixture to the baking pan and smooth it out."", ""In a cup mix 1/2 cup of sugar with cinnamon. Sprinkle evenly over batter."", ""Spoon remaining batter over the sugar-cinnamon and spread evenly."", ""Sprinkle a little cinnamon/sugar mixture on top of the cake."", ""Bake at 325\u00b0 for 1 hour and 15 minutes.""]",9
543748,543748,Jacob Wirth'S Sauerbraten,"[""4 lb. beef pot roast"", ""2 tsp. salt"", ""1 tsp. ground ginger"", ""2 c. cider vinegar"", ""2 1/2 c. water"", ""2 medium onions, sliced"", ""2 Tbsp. mixed pickling spice"", ""3 bay leaves"", ""1 tsp. peppercorns"", ""8 whole cloves"", ""1/3 c. sugar"", ""2 Tbsp. oil"", ""flour and gingersnaps""]","[""Rub meat with salt and ginger; put in a large bowl."", ""Combine remaining ingredients except oil and flour."", ""Bring to a boil and pour over meat."", ""Cool, cover and put in refrigerator for 3 days. Turn meat once each day."", ""Remove meat from pickling liquid and reserve liquid."", ""Brown meat on all sides in oil."", ""Place on rack. Add pickling liquid, onions and pickling spice."", ""Cover and simmer 3 1/2 hours or cook in pressure cooker 12 minutes per pound."", ""Remove meat."", ""Strain liquid in pan and return to heat."", ""Skim off excess fat."", ""Thicken gravy with crumbled gingersnaps and a little flour thickened with cold water."", ""Peel and cut up potatoes, carrots and turnip."", ""Cook for 10 minutes in pressure cooker and serve with meat and gravy.""]",9
549895,549895,Shrimp Sauce Piquante - Shrimp Creole,"[""2/3 c. vegetable oil"", ""1 3/4 c. thinly sliced scallions"", ""1/2 c. chopped green pepper"", ""3 Tbsp. finely minced fresh parsley"", ""1 (8 oz.) can tomato sauce"", ""1 Tbsp. minced chives"", ""4 whole bay leaves, crushed"", ""2 tsp. salt"", ""1/2 tsp. cayenne"", ""1/4 tsp. chili powder"", ""1/4 tsp. dried basil"", ""4 tsp. fresh lemon juice"", ""2 lb. whole fresh shrimp, peeled and deveined"", ""boiled white rice"", ""1/2 c. flour"", ""1/3 c. celery"", ""1 c. chopped onion"", ""4 tsp. finely minced garlic"", ""1 lb. can Italian style whole peeled tomatoes, drained"", ""4 Tbsp. dry red wine"", ""6 whole allspice"", ""2 whole cloves"", ""3/4 tsp. freshly ground black pepper"", ""1/4 tsp. mace"", ""1/2 tsp. dried thyme"", ""2 c. water""]","[""In a heavy 6 to 8-quart pot, heat the oil and gradually add the flour, stirring constantly."", ""Cook over low heat, stirring constantly, until a medium brown roux, the color of rich peanut butter, is formed."", ""Remove from the heat and add the fresh vegetables and parsley."", ""Mix well with the roux, then return to low heat and cook, stirring constantly, until the vegetables begin to brown."", ""Mix in the canned tomatoes and tomato sauce, then add the chives, wine, seasonings and lemon juice and mix again."", ""Raise the heat under the pan and bring to a low boil."", ""Add the water and mix thoroughly."", ""When the mixture boils up again, reduce the heat and simmer for 45 minutes."", ""Add the shrimp and allow to come to a low boil again, then cover, reduce the heat slightly and simmer for 20 minutes."", ""Remove the pot from the burner and allow to stand, covered, at room temperature for about 10 minutes before serving."", ""Serve over boiled rice."", ""Serves 4."", ""This takes time to prepare, but it is worth the effort."", ""When you try it, you will be transported to the Crescent City, New Orleans.""]",9
558567,558567,Cannelloni And Chicken With Ham,"[""3/4 c. butter"", ""3 chicken livers"", ""3/4 c. Parmesan cheese, grated"", ""2 1/2 c. milk, scalded"", ""1/2 tsp. salt"", ""8 oz. homemade cannelloni"", ""2 whole chicken breasts, boned"", ""5 slices ham"", ""5 1/2 Tbsp. flour"", ""5 to 8 c. light cream"", ""1/4 tsp. white pepper""]","[""Preheat oven to 375\u00b0."", ""In a frying pan, melt 4 tablespoons of butter."", ""Add chicken breasts and fry for 5 minutes, until lightly browned on both sides."", ""Transfer to bowl."", ""Add chicken livers to the frypan and cook 2 minutes on each side."", ""Transfer to bowl with chicken breasts."", ""Mince the chicken breasts, livers and ham together."", ""Add 1/4 cup Parmesan to the ground meat and mix well with a fork."", ""In a medium saucepan, melt another 4 tablespoons butter."", ""With a wooden spoon, stir the flour into the butter and cook for 2 minutes."", ""Remove the pan from the heat and stir in the milk slowly."", ""Return to heat and cook until sauce thickens."", ""Remove and add cream, salt and pepper."", ""Add 1/4 of the sauce to the meat and cheese mixture in the bowl and mix well."", ""Set aside."", ""Bring 2 1/2 quarts of water to a boil."", ""Drop into the boiling water and cook for 6 to 15 minutes, depending on the thickness."", ""With a slotted spoon, remove the pasta from the pan and place on dampened cloth to drain."", ""Using 1 tablespoon of butter, grease a large baking dish and spread 2 tablespoons of meat and cheese mixture on each pasta square."", ""Fold over and make a roll."", ""Place the cannelloni in either one or two layers, placing the joined side down in the baking dish."", ""Sprinkle with remaining cheese and cover with reserved sauce."", ""Dot the top of the dish with small pieces of butter and place in oven."", ""Bake for 30 minutes until lightly browned.""]",9
575173,575173,Pastitsio,"[""1 lb. elbow macaroni"", ""2 lb. ground meat"", ""1 lb. grated Parmesan cheese"", ""3 small onions, chopped"", ""1/2 small can tomato paste"", ""3 eggs, slightly beaten"", ""1/2 lb. butter, melted"", ""1/2 c. wine"", ""salt and pepper to taste"", ""5 Tbsp. cornstarch"", ""1 qt. milk"", ""1/8 tsp. salt"", ""2 eggs, beaten""]","[""Boil macaroni in salted water, drain and return to pan."", ""Pour 1/2 of the melted butter over the macaroni."", ""Add the grated cheese (save a little to sprinkle on the top) and 3 slightly beaten eggs. Set aside."", ""Prepare meat sauce by frying the onions in a little butter."", ""Add ground meat and brown."", ""Drain off excess grease."", ""Add tomato paste, wine, salt and pepper."", ""Spread 1/2 of the macaroni in the bottom of a large rectangular baking pan."", ""Cover entirely with meat."", ""Spread the rest of the macaroni on top."", ""Make cream sauce by putting 1/2 of the original butter in medium saucepan, add cornstarch, then milk."", ""Stir constantly over medium-low heat until slightly thick."", ""Add salt and remove from heat."", ""When slightly cooled, add 2 beaten eggs and mix well."", ""Pour sauce over macaroni and sprinkle with the rest of the grated cheese.""]",9
598909,598909,Chicken Sour Cream Enchiladas,"[""2 lb. chicken, boiled and boned"", ""2 (16 oz.) sour cream"", ""2 small cans diced Ortega chillies"", ""1 large can whole tomatoes"", ""2 small cans tomato sauce"", ""1 large onion, diced"", ""1 medium brick Cheddar cheese, shredded"", ""1/4 c. Salsa Ranchera"", ""pepper to taste"", ""salt to taste"", ""garlic powder (optional)"", ""oregano (optional)"", ""basil (optional)"", ""2 doz. flour tortillas""]","[""Boil chicken in large pot."", ""While chicken is boiling, in another pot add diced onion, Ortega chillies, whole tomatoes, tomato sauce, seasoning and Salsa Ranchera."", ""Simmer salsa mixture at low heat until chicken is done."", ""Remove chicken from pan into a large bowl, skin chicken and remove from bone (if applies)."", ""Shred chicken."", ""Add to chicken, sour cream, 1 cup salsa mixture and approximately 1 cup of shredded cheese."", ""Mix well."", ""Remove salsa mixture from stove."", ""Using cup to pour with pour approximately 3/4 cup of salsa mixture into bottom of large baking pan."", ""Using one flour tortilla at a time, pour approximately 3/4 cup of chicken/sour cream mixture onto a flour tortilla."", ""Roll up tortilla and place in baking pan."", ""Continue placing filled tortillas in a row in baking pan until full (one layer only)."", ""Cover with remaining salsa and sprinkle with grated cheese."", ""Bake at 350\u00b0 for one hour, uncovered."", ""Yields approximately 20 enchiladas.""]",9
604493,604493,Peanut Butter Roll,"[""4 c. sugar"", ""1 c. white Karo syrup"", ""1 c. water"", ""3 egg whites"", ""1 large (2 lb. 12 oz.) jar smooth peanut butter""]","[""Combine in saucepan, sugar, syrup and water."", ""Start cooking slow and increase heat as mixture starts to cook."", ""Cook until hard boil on candy thermometer."", ""When temperature gets almost to hard boil, beat in large mixing bowl the egg whites until stiff."", ""Slowly drizzle the candy mixture into the egg whites with the mixer beating and the bowl rotating."", ""As you beat, you can pour a little heavier stream, but be careful not to cook the egg whites."", ""The mixture will get real smooth and shiny."", ""Beat until it gets a slightly cloudy look and then either beat slowly with mixer or by hand until you get a dough-like texture on a large spoon."", ""Spoon out dough into 4 to 5 rolls."", ""Then with flour on your hands, pat down and knead like dough if necessary."", ""Roll with well floured rolling pin and spread softened peanut butter on dough."", ""Roll like jelly roll and set aside to get a little firmer before cutting on an angle.""]",9
609192,609192,Ziti Francis,"[""1/2 lb. veal, cut in cubes"", ""1/2 lb. chicken, cut in cubes"", ""1 clove garlic, crushed"", ""salt and white pepper to taste"", ""1/4 tsp. oregano"", ""3 Tbsp. olive oil"", ""1 Tbsp. garlic powder"", ""1 Tbsp. parsley"", ""3 Tbsp. butter"", ""1/2 c. grated Pecerino Romano cheese"", ""1/2 c. shredded Mozzarella cheese"", ""3 ladles marinara"", ""1/4 lb. ziti pasta""]","[""Fry the chicken and veal in hot oil until cooked, about 5 minutes."", ""Discard all the grease."", ""Now, add the fresh garlic and parsley and return to heat."", ""Stir to pick up flavors for about 2 minutes."", ""Remove from heat and add all spices; stir and add butter and let melt."", ""Return to low heat and add your marinara sauce and grated cheese and stir."", ""While all this is happening, have a pot of water on the stove ready to cook your pasta."", ""Cook pasta to desired softness."", ""Strain and add to mixture."", ""Heat about 1 minute while stirring."", ""Remove from heat and spoon onto ovensafe plate and top with Mozzarella cheese."", ""Place under broiler for about 1 minute; remove and enjoy."", ""Serves 2.""]",9
618153,618153,Hungarian Cabbage Rolls,"[""3 cabbages"", ""2 lb. ground hamburger"", ""1 lb. ground sausage"", ""2 c. rice"", ""4 large jars sauerkraut"", ""salt"", ""1 large onion""]","[""Chop onion into small pieces."", ""Mix together with hamburger, sausage and rice; add some salt."", ""In a double boiler, wilt the cabbage rolls."", ""Put a layer of sauerkraut in the pan, about 1-inch thick."", ""Take one cabbage leaf and cut the spine off so it will roll easier."", ""Take a small roll of the meat mix (about 1-inch thick, two-inches long) and roll it up in the cabbage leaf."", ""Poke the ends of the leaf into the meat mixture to secure it."", ""Make one layer of cabbage rolls."", ""Continue process until pan is full."", ""One layer of sauerkraut, one layer of cabbage rolls, etc."", ""Stop about 2 inches from the top."", ""Add water until you can see it; add salt if desired."", ""Cook on medium burner for 4 hours or until rice is done."", ""(Open one cabbage roll to see if the rice is done.) Cabbage rolls can be frozen in Ziploc bags and steamed in a double boiler when desired.""]",9
619866,619866,Sylvia'S Country Style Chicken,"[""3 lb. chicken, cut up"", ""2 Tbsp. vegetable oil"", ""1 Tbsp. butter or margarine"", ""1 lb. sweet potatoes, pared and cut into 1/2-inch slices"", ""2 small green or red apples, cored and quartered"", ""1 large onion, sliced"", ""1 c. apple cider"", ""1/2 tsp. rubbed sage"", ""3/4 tsp. salt"", ""1/8 tsp. pepper"", ""2 Tbsp. water"", ""1 Tbsp. all-purpose flour""]","[""In 12-inch skillet, brown chicken in oil and butter; remove to plate."", ""To drippings in skillet, add potatoes and apples; cook, stirring, until browned."", ""With slotted spoon, remove to bowl."", ""To skillet, add onion; cook, stirring, until browned."", ""Return chicken to skillet and add next 4 ingredients."", ""Bring to boil over high heat."", ""Reduce heat; cover and simmer 15 minutes."", ""Return potatoes to skillet; cover and simmer 10 minutes."", ""Return apples to skillet; cover and simmer 10 minutes until all are tender. Arrange on platter."", ""Skim fat from liquid in skillet."", ""Stir together water and flour; add to skillet."", ""Cook, stirring, over low heat until mixture boils and thickens; spoon over chicken.""]",9
626652,626652,My Kid'S Favorite Giant Shells,"[""1 (12 oz.) size giant shell noodles"", ""2 cans chunky style Hunt's spaghetti sauce"", ""1 (8 oz.) pkg. Sargento lite low-fat Mozzarella cheese"", ""1 lb. ground white meat, skinless turkey, cooked and drained"", ""1 carton Frigo Truly Lite low-fat Ricotta cheese"", ""2 Tbsp. Parmesan cheese"", ""2 Egg Beaters, beaten""]","[""Cook the noodles as directed on the box."", ""Cook the turkey meat in a bowl in the microwave."", ""Cover bowl with a piece of waxed paper and cook 5 minutes."", ""Remove and stir."", ""Return to the microwave and cook about 3 to 4 more minutes."", ""Drain turkey meat in a colander. In a large bowl, pour in the spaghetti sauce."", ""Add the turkey to the tomato sauce."", ""In a medium bowl, blend together the Ricotta cheese, Egg Beaters and Parmesan cheese."", ""Spray 2 casserole dishes with Pam spray (9-inch square size)."", ""This recipe makes two casseroles."", ""You can serve one now and freeze one for a busy day when you don't have time to cook."", ""Pour a little of the turkey-tomato sauce mixture in the bottom of each of the casserole dishes."", ""Spread the Ricotta cheese mixture over this layer in each dish."", ""Next place the noodles on top of the Ricotta cheese mixture. Sprinkle half of the cheese on top of each dish."", ""Repeat layers with sauce, giant shells and end up with Mozzarella cheese sprinkled on top."", ""Bake at 350\u00b0 for 30 to 40 minutes."", ""You can also cook this for 10 minutes in the microwave and place in oven about 5 minutes to brown."", ""Yields 2 (9-inch) square casseroles."", ""Serves 18 to 20.""]",9
633642,633642,Mom'S Bread,"[""3 pkg. dried Fleischmann's yeast (regular or quick rising)"", ""2 c. evaporated canned milk"", ""2 c. sugar"", ""1/2 c. margarine, softened"", ""3 beaten eggs, room temperature"", ""9 to 10 c. flour"", ""sprinkle of salt""]","[""Dissolve and raise yeast in 3/4 cup water (follow directions on package)."", ""Heat canned milk just until bubbles (be careful not to burn)."", ""Pour sugar into the hot milk and dissolve."", ""Then add stick of margarine to the milk and sugar mixture and melt and dissolve. In large bowl, mix 3 cups flour and the salt."", ""Add the beaten eggs and mix well with wooden spoon."", ""Add 3 more cups flour and 1/2 of the milk-sugar-margarine mixture and mix well with wooden spoon. Add 2 more cups flour and the other half of the milk-sugar-margarine mixture and mix with wooden spoon."", ""(Mixture will be difficult to mix fully, just mix as best you can.)"", ""Add remaining cup of flour and the raised yeast mixture and knead well with hands until mixture forms a soft ball."", ""The dough will pull away from sides of bowl completely."", ""There should be no dough left on bowl when you are done kneading."", ""You may need to add more flour if the dough remains too sticky."", ""Do not add more than 10 cups of flour!"", ""Knead about 10 minutes after soft ball is formed."", ""Raise dough in bowl sealed with lid in warm place for 2 to 6 hours."", ""It is done when dough reaches top of bowl and pops lid and raises 1 to 2 inches over rim (about 3 times its original size)."", ""Next, place dough on floured-covered board and squeeze out air."", ""Divide into 7 small loaf size (7 3/8 x 3 5/8 by 2 1/4-inches) or 4 regular size (8 1/2 x 4 1/2 x 2 5/8-inches) or 4 regular round size bread pans. Place dough in greased loaf pans and raise again in warm place covered with cloth (oven) for 2 to 4 hours until pans are about 1/2 inch above pans."", ""Bake for 20 to 25 minutes in 350\u00b0 oven."", ""Bread is done when toothpick comes out clean."", ""Cool about 15 to 20 minutes before removing from pans.""]",9
635315,635315,Spiced Rum Pumpkin Chiffon,"[""2 envelopes gelatin"", ""1/2 c. apple juice or cider"", ""1 Tbsp. cornstarch"", ""1 c. low-fat or skim milk"", ""1 Tbsp. dark brown sugar"", ""4 Tbsp. molasses"", ""2 eggs, separated"", ""1/2 tsp. ground cinnamon"", ""1 tsp. freshly grated fresh ginger"", ""freshly grated nutmeg"", ""1/2 c. canned or fresh, mashed, cooked pumpkin"", ""pinch of salt"", ""1 Tbsp. sugar"", ""2 Tbsp. instant dry milk powder"", ""2 Tbsp. dark rum""]","[""Soften gelatin in apple juice in a saucepan; let stand 1 minute."", ""Stir over medium heat for 1 minute, until gelatin is dissolved."", ""Set aside."", ""Dissolve the cornstarch in milk in a saucepan."", ""Stir over medium-high heat until lightly thickened, about 2 minutes."", ""Stir in brown sugar and molasses and remove pan from heat."", ""Beat egg yolks until frothy."", ""Whisk into milk-cornstarch over medium-high heat until the mixture is thickened, about 2 to 3 minutes."", ""Remove from heat and beat in cinnamon, ginger, nutmeg, pumpkin and dissolved gelatin."", ""Turn into bowl and chill until mixture mounds slightly, 1 to 3 hours."", ""Beat egg whites with salt until soft peaks form."", ""Beat in sugar and continue to beat until stiff peaks form."", ""Beat in milk powder and rum."", ""Fold in pumpkin mixture."", ""Divide among 6 to 8 parfait glasses and chill 3 to 4 hours."", ""Serves 6 to 8.""]",9
