,idx,title,ingredients,directions,#actions
3552,3552,Filled Beef Roll,"[""1 beaten egg"", ""1/4 c. milk"", ""1/2 c. finely crushed saltine cracker crumbs (14 crackers)"", ""1/4 c. chopped onion"", ""1/2 tsp. salt"", ""dash of pepper"", ""1 lb. ground beef"", ""1 c. cooked rice"", ""2 oz. process Swiss cheese, shredded (1/2 c.)"", ""2 Tbsp. chopped green pepper""]","[""Combine the first 6 ingredients."", ""Add beef; mix well."", ""Pat mixture into a 10 x 8-inch rectangle on waxed paper."", ""Combine cooked rice, cheese and green pepper."", ""Pat onto meat, leaving 1 inch margin around edge."", ""Roll jelly roll fashion, beginning with narrow side."", ""Seal side seam and ends."", ""Place roll, seam side down, in an 11 x 7 x 1 1/2-inch baking pan."", ""Bake at 350\u00b0 for 35 minutes. Let stand 5 minutes before serving."", ""Makes 4 or 5 servings.""]",4
3582,3582,Chicken-Rice Bake,"[""1 can cream of mushroom soup"", ""1 c. milk"", ""1 pkg. onion soup mix"", ""1 (3 oz.) can chopped mushrooms"", ""1 c. regular rice"", ""1 (10 oz.) bag frozen peas and carrots, thawed"", ""8 to 10 chicken thighs or breasts (boneless)"", ""2 Tbsp. paprika""]","[""In a bowl, stir together mushroom soup, milk, dry onion soup and undrained can of mushrooms."", ""Reserve 1/2 cup of soup mixture and set aside. Stir uncooked rice and vegetables into remaining soup mixture."", ""Place rice mixture into a 12 x 7 1/2 x 2-inch baking dish. Arrange chicken pieces atop."", ""Pour reserved soup mixture over chicken."", ""Sprinkle paprika on top. Cover tightly with foil. Bake at 375\u00b0 until rice is tender, 1 1/4 to 1 1/2 hours.""]",4
3597,3597,Fried Venison,"[""2 eggs"", ""1 c. milk"", ""1 lb. venison steaks or tenderloin (1/2-inch thick)*"", ""2 c. flour"", ""salt"", ""pepper"", ""vegetable oil""]","[""Mix the eggs and milk together in a shallow dish."", ""When blended, add the steaks to the mixture."", ""Cover; place in the fridge for 2 to 3 hours, turning over steaks occasionally."", ""Add salt and pepper to the flour to taste."", ""Remove steaks from the milk and egg mixture."", ""Roll in the flour; cook in oil over medium-high heat."", ""Turn only once when the first side is brown. When done, dry meat on paper towels, while being careful not to knock off any of the breading.""]",4
3697,3697,Butterscotch Pull-Apart,"[""1 1/2 loaves frozen bread dough or 1 pkg. frozen roll dough"", ""1 (3 3/4 oz.) pkg. regular butterscotch pudding mix"", ""1 c. light brown sugar"", ""1 c. sliced walnuts"", ""1 tsp. cinnamon"", ""1/2 c. melted butter or margarine""]","[""Let frozen dough thaw until pliable."", ""Grease a 12-cup Bundt (tube ) pan."", ""Sprinkle 1/2 cup of the brown sugar on bottom of pan."", ""Top with walnuts and set aside."", ""In small bowl, combine pudding mix, remaining 1/2 cup brown sugar and cinnamon."", ""Cut thawed dough into 24 pieces (rolls do not need to be cut)."", ""Dip each piece in melted butter, then roll in butterscotch mixture. Arrange dough balls on top of nut mixture in pan."", ""The pan should be filled at least half-way with dough.""]",4
3753,3753,Crawfish Stuffed Peppers,"[""3/4 c. butter or oleo"", ""2 large onions, minced"", ""1 bell pepper, minced"", ""1 c. celery, chopped"", ""2 cloves garlic, minced"", ""1 Tbsp. parsley"", ""1 lb. crawfish tails, coarsely chopped"", ""1/2 loaf stale French bread"", ""1 1/2 tsp. salt"", ""1/2 tsp. Tabasco sauce"", ""1 egg"", ""5 medium bell peppers, halved""]","[""Saute onions, bell pepper, celery and garlic in butter or oleo until light brown."", ""Add parsley, crawfish tails and French bread that has been soaked in water and squeezed out."", ""Add salt and Tabasco sauce. Blend thoroughly. Remove from heat. Add egg and blend."", ""Remove seeds and membranes from bell pepper halves and cook in boiling salted water about 5 minutes. Drain."", ""Pile crawfish mixture into pepper shells. Garnish with whole crawfish tails, if desired."", ""Bake at 350\u00b0 for 15 to 20 minutes."", ""Makes 10 stuffed halves, about 5 servings.""]",4
3915,3915,Chicken And Penne Pasta With Kalamata Olives,"[""about 5 Tbsp. extra virgin olive oil"", ""red pepper flakes"", ""4 to 6 garlic cloves, chopped or sliced"", ""3 or 4 boneless chicken breasts"", ""freshly ground black pepper to taste"", ""grated Romano cheese (optional)"", ""basil leaves""]","[""Cut white meat chicken up into 1-inch pieces."", ""Pit the kalamata olives and cut each olive into 3 or 4 pieces."", ""Chop or slice garlic."", ""Cut the basil leaves into strips."", ""Begin heating a large pot of salted water to boiling."", ""When water begins to boil, add pasta."", ""Don't overcook!"", ""When done, drain pasta and put in a large pasta bowl."", ""Drizzle liberally with olive oil, then salt and pepper to taste (I like plenty of pepper here) and stir.""]",4
3971,3971,Butterhorns,"[""1 pkg. dry yeast"", ""1 Tbsp. sugar"", ""1/4 c. lukewarm water"", ""2 c. flour, sifted"", ""1/2 tsp. salt"", ""1/2 c. butter"", ""1/4 c. shortening"", ""2 egg yolks"", ""2 egg whites"", ""1/2 c. sugar""]","[""Blend the yeast, 1 tablespoon sugar and lukewarm water together in a small bowl; set aside."", ""Combine the sifted flour, salt, butter and shortening in a large mixing bowl."", ""Cut butter and shortening into the flour and salt mixture with a pastry blender."", ""Beat the egg yolks slightly with a fork; add to flour mixture, along with yeast mixture."", ""Mix well."", ""Beat the egg whites until foamy."", ""Begin adding 1/2 cup sugar very gradually; beat until mixture holds a stiff peak.""]",4
3974,3974,Grandma Ammons' Cookies,"[""1 c. butter"", ""2 c. brown sugar"", ""3 1/2 c. plain flour"", ""1/2 tsp. salt"", ""1 tsp. soda"", ""2 eggs"", ""1 c. chopped nuts""]","[""Combine butter and sugar."", ""Add eggs and mix well."", ""Sift flour, salt and soda; add to first mixture."", ""Add nuts; mix well."", ""Shape into a large bowl and chill overnight."", ""Turn cookies on a floured board and shape into a roll."", ""Slice very thin for baking."", ""Bake on a cookie sheet in 350\u00b0 oven until crisp and light brown."", ""Yield: 5 dozen.""]",4
4021,4021,Onion Casserole,"[""4 medium onions, sliced"", ""1/2 stick margarine or butter"", ""12 saltine crackers, crushed"", ""1 can cream of chicken soup"", ""2 eggs"", ""1/2 c. milk"", ""1/2 tsp. salt"", ""1/4 tsp. pepper"", ""1 c. sharp cheese, grated""]","[""Saute onions in butter or margarine until tender."", ""Line 8 x 8-inch buttered casserole with crushed crackers."", ""Mix onions with chicken soup and pour over crackers."", ""Beat eggs with milk, salt and pepper."", ""Pour over the mixture."", ""Sprinkle with cheese."", ""Bake at 350\u00b0 until brown and bubbly, approximately 35 to 40 minutes."", ""Let set for 15 minutes before serving.""]",4
4028,4028,No Peek Chicken,"[""1 c. raw rice"", ""2 Tbsp. melted butter"", ""1/2 can evaporated milk"", ""1 can cream of mushroom soup"", ""1 can cream of celery soup"", ""1 envelope onion soup mix"", ""6 chicken breasts (boneless and skinless)""]","[""Combine rice, butter and milk; pour into bottom of a 9 x 13-inch pan."", ""Combine broth cream soups and pour over rice."", ""Stir everything together."", ""Place chicken pieces over mixture."", ""Sprinkle onion soup mix on top."", ""Place foil over pan."", ""Bake at 325\u00b0 for 2 1/2 hours."", ""Don't peek!""]",4
4070,4070,Homemade Health Cereal,"[""5 c. oats (old fashioned)"", ""1 c. chopped nuts (pecans, walnuts, almonds)"", ""1 c. coconut"", ""1 c. sunflower seeds"", ""1 c. whole wheat flour"", ""1 c. nonfat dry milk"", ""1 c. regular toasted wheat germ"", ""1 c. honey"", ""1 c. corn oil""]","[""Combine dry ingredients in large bowl."", ""Mix honey and oil together."", ""Add honey and oil to dry mixture and mix thoroughly until moist and in clumps."", ""Preheat oven to 300\u00b0."", ""Spread mixture in 2 or 3 pans with sides."", ""Bake 15 minutes."", ""Stir from sides to center."", ""Bake 5 more minutes and stir."", ""Repeat every 5 minutes for 25 to 30 minutes."", ""Should spread out and be loose."", ""Spread on paper to cool."", ""Store in canister or Ziploc bags."", ""Add dried fruits of choice.""]",4
4117,4117,Fish Souffle(Fiskegrateng)  ,"[""1 1/2 lb. cooked, boned fish fillets (cod, Mahi-Mahi or red snapper)"", ""5 eggs, separated"", ""2 Tbsp. flour"", ""about 2 Tbsp. chopped onion"", ""1/2 stick butter"", ""1 pt. milk"", ""bread crumbs""]","[""Make a white sauce by melting butter, then mixing in flour and gradually adding milk."", ""Mix the chopped onion into the sauce and bring to a boil."", ""Allow sauce to cool and then mix the egg yolks in."", ""Beat the egg whites until stiff, but not dry and fold them into the sauce very carefully."", ""Add the fish to this mixture."", ""Pour the mixture into a round baking dish (10-inch) and sprinkle with bread crumbs."", ""Let bake for 1 hour at about 400\u00b0."", ""Serve with melted butter.""]",4
4168,4168,Country-Style Baked Ham,"[""1 1/2 c. orange juice (from concentrate)"", ""1 1/2 c. warm water"", ""1 c. Alaga syrup (heavy cane syrup, do not substitute)"", ""4 tsp. ground cloves"", ""1/2 c. granulated sugar"", ""1 tsp. ground red pepper"", ""1 tsp. garlic powder"", ""1/2 tsp. seasoned salt"", ""1 1/2 lb. beef tenderloin or round steak, cut in bite size pieces""]","[""Combine the red pepper, garlic powder and seasoned salt in a shallow bowl."", ""Add the beef and mix with hands to coat each piece. Preheat the broiler (in the bottom of the stove) or prepare the barbecue grill so that you have hot coals."", ""Thread the meat, alternating with onions, onto 12-inch skewers."", ""Broil in the oven for 4 to 5 minutes or until the meat is tender."", ""Cook on the grill, on all sides, until the meat is tender.""]",4
4209,4209,Frontier Nut Bread,"[""3 c. Bisquick baking mix"", ""1/2 c. sugar"", ""3 eggs"", ""1/2 c. milk"", ""3/4 tsp. anise extract"", ""3/4 c. coarsely chopped walnuts or pecans"", ""1/2 c. mixed candied fruit""]","[""Heat oven to 350\u00b0."", ""Blend baking mix, sugar, eggs and milk in large mixer bowl on low speed for 1/2 minute, scraping bowl frequently."", ""Beat 3 minutes on medium speed."", ""Stir in remaining ingredients."", ""Pour batter into greased and floured loaf pan (9 x 5 x 3-inch)."", ""Bake 50 to 60 minutes or until toothpick inserted in center comes out clean."", ""Cool 10 minutes, remove from pan."", ""Cool thoroughly before serving.""]",4
4261,4261,Cheesy Green Beans,"[""5 slices bacon"", ""16 oz. pkg. cut green beans"", ""chopped onion"", ""black pepper"", ""8 oz. Cheez Whiz"", ""mushrooms""]","[""Cook bacon in skillet on medium heat until crisp."", ""Drain bacon; reserve 2 tablespoons drippings."", ""Crumble bacon; reserve 2 tablespoons."", ""Cook beans as directed on package; drain well."", ""Add mushrooms and onion to reserved drippings in skillet."", ""Cook and stir on medium-high heat 10 minutes; drain."", ""Add bacon, hot cooked green beans and pepper."", ""Mix lightly."", ""Spoon into serving dish. Microwave process cheese spread as directed on label."", ""Pour over green bean mixture."", ""Sprinkle with reserved 2 tablespoons crumbled bacon.""]",4
4272,4272,Sweet Potato Casserole,"[""3 lb. sweet potatoes"", ""1 c. whole milk"", ""3/4 c. brown sugar"", ""1/2 c. orange juice"", ""5 eggs, separated"", ""1 tsp. nutmeg"", ""1/2 tsp. cinnamon"", ""1/2 tsp. cloves"", ""1/3 lb. margarine, melted""]","[""Boil and peel potatoes, then mash."", ""Add milk to beaten egg yolk and add to potatoes."", ""Add orange juice and sugar (mix)."", ""Add spices and margarine."", ""Put in buttered casserole dish."", ""Whip egg whites until stiff (form peaks)."", ""Add 2 to 3 tablespoons sugar and beat. Fold egg whites to sweet potatoes mixture and bake 45 minutes to 1 hour at 350\u00b0.""]",4
4345,4345,Quick And Easy Skillet Dinner,"[""1 to 1 1/2 lb. smoked sausage, thinly sliced"", ""1 (14 1/2 oz.) can stewed tomatoes"", ""1 tsp. salt"", ""1/2 tsp. chili powder"", ""1 medium onion, chopped"", ""2 c. cooked white rice"", ""2/3 c. picante sauce"", ""1/2 tsp. thyme"", ""1 medium green pepper, chopped""]","[""Cook sausage in a 12-inch skillet over medium heat for 2 minutes."", ""Add onion; cook, stirring occasionally, until tender (about 3 minutes)."", ""Add rice; mix well."", ""Stir in remaining ingredients except for green pepper."", ""Bring to a boil, reduce heat, cover and simmer 20 minutes until liquid is absorbed."", ""Stir in green pepper; let stand 5 minutes."", ""Serve with additional picante sauce."", ""Makes 6 to 8 servings.""]",4
4501,4501,Linda'S Sweet Potato Pie,"[""1 c. sugar"", ""1/2 tsp. salt"", ""1 Tbsp. cinnamon"", ""1 tsp. nutmeg"", ""1/2 tsp. ginger"", ""2 eggs, slightly beaten"", ""2 cans sweet potatoes, drained"", ""1 can evaporated milk"", ""1 tsp. allspice"", ""2 unbaked pie pastries""]","[""Combine dry ingredients; add to mashed sweet potatoes."", ""Mix milk, eggs and add to potatoes."", ""Stir until mixed well, but leave some lumps of potatoes."", ""Pour filling into 2 pie shells; dot with margarine."", ""Bake at 450\u00b0 for 10 minutes; reduce heat to 350\u00b0 and bake 35 minutes."", ""Yields two 9-inch pies.""]",4
4519,4519,Chocolate Chip Pumpkin Cake,"[""2 c. flour"", ""2 tsp. baking powder"", ""2 tsp. baking soda"", ""2 tsp. cinnamon"", ""1/2 tsp. salt"", ""1 1/2 c. sugar"", ""4 eggs"", ""1 lb. can pumpkin (not seasoned, plain)"", ""1 c. chocolate chips (Nestle semi-sweet)"", ""1 c. chopped walnuts""]","[""Sift together on waxed paper and set aside flour, baking powder, baking soda, cinnamon and salt."", ""In separate large bowl, put sugar, eggs, pumpkin and oil."", ""Beat on high for about 2 minutes and gradually add ingredients that are set aside on waxed paper."", ""After all the ingredients are blended well, use a big spoon and stir in chocolate chips and chopped walnuts."", ""Grease and flour Bundt pan (even Teflon) and bake for 1 hour and 15 minutes at 350\u00b0."", ""Cool for 10 minutes and then remove from pan.""]",4
4585,4585,Party Chicken Bake,"[""6 boneless chicken breasts"", ""1 envelope dry Italian dressing mix"", ""butter or margarine"", ""1 (16 oz.) sour cream"", ""1 (8 oz.) cream cheese, softened or warmed"", ""1 can cream of mushroom soup"", ""1/2 c. cooking sherry or white wine"", ""1 c. milk"", ""rice or noodles (great with wild rice pilaf)""]","[""Melt butter or margarine in large skillet."", ""Add chicken breasts and sprinkle half of Italian dressing mix on top."", ""Saute. Turn chicken and add rest of dressing mix."", ""Cook until chicken is white throughout, but do not overcook."", ""Mix softened cream cheese, sour cream, soup, wine and milk with a whisk or beaters until smooth.""]",4
4610,4610,Sugar-Free Fruity Salad Pudding,"[""2 (3 oz.) cream cheese"", ""1 c. sour cream lite"", ""2 pkg. Dream Whip or 1 tub Cool Whip lite"", ""1 large box vanilla instant pudding (sugar-free)"", ""1 can crushed pineapple (in its own juice)"", ""2 oranges, peel and cut in segments"", ""1 c. sliced red grapes"", ""1 can (sugar-free) mixed fruit"", ""1/2 c. pecan pieces""]","[""Mix dry pudding and pineapple with juice in bowl."", ""Stir in rest of fruit and set aside."", ""Combine Dream Whip mixed as box indicates or Cool Whip."", ""Beat in cream cheese."", ""Add sour cream. Mix well and add 2 packages sweetener."", ""Mix together."", ""Fold in fruit and pudding mixture."", ""Sprinkle nuts on top."", ""Chill in refrigerator, 4 to 5 hours, or overnight.""]",4
4697,4697,Fresh Apple Cake,"[""1 1/2 c. oil"", ""2 c. sugar"", ""3 eggs"", ""1 tsp. vanilla"", ""3 c. flour"", ""1 tsp. salt"", ""1 tsp. baking soda"", ""1 Tbsp. cinnamon"", ""3 c. apples, peeled and cut into pieces"", ""1 c. walnuts, chopped""]","[""Combine oil, sugar, eggs and vanilla in large mixing bowl. Sift flour, salt, baking soda and cinnamon and stir into oil/egg mixture."", ""(Batter will be very stiff)."", ""Add apples and walnuts and mix."", ""Bake at 350\u00b0."", ""A tube pan takes 1 1/4 hours; or makes 5 small loaf pans, baked for about 30 minutes."", ""Similar to fruit cake. Tastes best after it's been frozen or wrapped in foil or plastic wrap for a few days.""]",4
4699,4699,Lite Oriental Chicken,"[""1 (6 oz.) can bamboo shoots"", ""2 c. snow peas"", ""1 c. sliced mushrooms"", ""1 (8 oz.) can water chestnuts, rinsed and drained"", ""2 tsp. minced garlic"", ""2 whole chicken breasts, skinned and boned"", ""3 tsp. fat-free chicken broth"", ""1 Tbsp. cornstarch"", ""2 Tbsp. cooking sherry"", ""1/4 c. low sodium soy sauce"", ""1/2 c. fat-free chicken broth""]","[""Mix together 1/2 cup broth, soy sauce, sherry and cornstarch. Set aside; cut chicken into 1-inch cubes."", ""Heat 3 tablespoons chicken broth in large pan or wok and brown chicken quickly. Remove from pan and keep warm."", ""Add garlic, mushrooms and snow peas; stir 2 minutes until mushrooms are golden brown."", ""Return chicken to pan and add water chestnuts and bamboo shoots."", ""Pour well mixed sauce over all and cook 2 to 3 minutes until chicken is done and vegetables are crisp and tender.""]",4
4792,4792,Mexican Casserole,"[""1 can whole kernel corn, drained"", ""1 can Spanish rice, drained"", ""1 can Ranch Style beans (black label), drained"", ""1 lb. hamburger meat, browned, seasoned and drained"", ""1 medium onion, chopped fine and cooked with hamburger meat"", ""1 medium block Longhorn style cheese, shredded"", ""salt and pepper"", ""garlic salt"", ""Worcestershire sauce""]","[""Cook spices, onion and hamburger meat together until well browned; drain and add corn, Spanish rice and beans."", ""Mix well and place in casserole dish with cover."", ""Heat in a 350\u00b0 oven just until cheese is"", ""melted thoroughly."", ""Stir melted cheese into mixture well, then add remaining shredded cheese on top, covering fully."", ""Heat again until mixture has cheese melted thoroughly on top."", ""Serve with Mexican-style corn chips."", ""This can be frozen for future meals.""]",4
4793,4793,Hungarian Goulash,"[""1 to 2 lb. stew meat"", ""1 onion, chopped"", ""salt"", ""pepper"", ""paprika"", ""1 to 2 Tbsp. flour"", ""water"", ""1 Tbsp. oil""]","[""Heat oil in large pan."", ""Add beef cubes, brown them on all sides, stirring every couple of minutes."", ""Add 1 onion, chopped. Continue browning meat-onion mixture for a minute or so."", ""Sprinkle flour on mix, stirring constantly, adding water slowly to prevent clumping of flour."", ""Season with salt, pepper and paprika."", ""Sauce should be spicy."", ""Simmer slowly for 1 hour stirring occasionally. Serve over cooked noodles or rice with a salad."", ""(To ensure tender meat, cover pot during simmering.)""]",4
4794,4794,Giant Chocolate Chippers,"[""1 c. sugar"", ""1 c. firmly packed brown sugar"", ""1 c. margarine or butter, softened"", ""1 c. oil"", ""1 egg"", ""2 tsp. vanilla"", ""3 1/2 c. all-purpose or unbleached flour"", ""1 tsp. baking soda"", ""1 tsp. cream of tartar"", ""1 tsp. salt"", ""1 c. quick cooking rolled oats"", ""1 c. coconut"", ""1 c. crisp rice cereal"", ""12 oz. pkg. (2 c.) chocolate chips""]","[""Heat oven to 350\u00b0."", ""Line cookie sheets with foil."", ""In large bowl, beat sugar, brown sugar and margarine until light and fluffy. Add oil, egg and vanilla."", ""Beat well."", ""Lightly spoon flour into measuring cup."", ""Level off and add flour, baking soda, cream of tartar and salt."", ""Stir in oats, coconut, cereal and chocolate chips."", ""Press scant cup of dough into a 6-inch circle on foil-lined cookie sheet."", ""Repeat with remaining dough, placing cookies at least 2 1/2 inches apart."", ""Bake at 350\u00b0 for 18 to 22 minutes, or until light and golden brown."", ""Cool completely on cookie sheets to prevent breaking."", ""Makes 8 large cookies, 32 servings.""]",4
4819,4819,Jack'S Good Tastin' Pinto Beans And Ground Meat,"[""2 c. pinto beans, picked, washed and soaked overnight"", ""1 can stewed tomatoes"", ""1/2 c. chopped onions"", ""1/2 c. chopped bell peppers"", ""1/2 c. chopped celery"", ""1 clove chopped garlic (optional)"", ""8 c. water"", ""salt and pepper to taste"", ""1/2 c. flour"", ""salt pork (as desired)"", ""1 lb. ground meat""]","[""Drain water from beans that soaked overnight."", ""In a large saucepan, combine water, salt pork, salt and pepper."", ""Bring to a boil."", ""Add beans, tomatoes, onions, bell peppers, garlic and celery."", ""Cook on medium heat, adding water as needed, until beans are tender or until placing a cooked bean in a spoon and checking tenderness by smashing in the spoon."", ""Beans are done when they smash with little pressure."", ""Measure a cup of the liquid from the pot. Add flour to the liquid and mix well."", ""Return this mixture to the pot and cook an additional 10 to 20 minutes."", ""This method will bring all the flavors together."", ""If desired, brown ground meat in skillet and add to beans."", ""Wow How Good.""]",4
4854,4854,Best Ever Cucumber Sweet Pickles,"[""fresh cucumbers (firm and a good size for pickle)""]","[""Slice, strip, chunk, halve or crinkle cut; whichever you want. Pack quart jars fairly tight."", ""To each jar, add 1 teaspoon salt and 1 teaspoon alum."", ""Fill jar with cider vinegar to cover."", ""Apply tops."", ""No need to sterilize."", ""Just be new and clean."", ""That's the easy part!"", ""Now, put away for 5 to 6 months, even a year."", ""The curing process doesn't take that long actually."", ""They are ready when rusty green."", ""To make off:"", ""Turn jars upside down in sink (top removed) to drain."", ""Drain 5 to 6 hours or longer."", ""Invert jars; fill with sugar (right out of the bag) as much as jar will hold. Apply tops and shake, shake, shake until sugar dissolves."", ""You will need to do this approximately 3 times until enough syrup to completely cover cucumbers."", ""When this is accomplished, add per quart, 1 teaspoon celery seed and 1 teaspoon whole allspice."", ""Apply tops and shake, shake."", ""That's it."", ""Let sit a few days."", ""Simply delicious.""]",4
4873,4873,Aunt Ethel'S Old Fashioned Chicken And Dumplings,"[""2 to 3 lb. chicken, cut up"", ""1 onion, chopped"", ""1/2 c. celery, chopped"", ""salt and pepper to taste"", ""2 c. plain flour"", ""2 large eggs"", ""1/3 c. oil"", ""ice water (about 1 c.)""]","[""Stir flour, eggs and oil together."", ""Then add a little ice water at a time, until mixture forms a ball."", ""Sprinkle ball with flour for easy handling and divide into 3 balls."", ""Roll each ball out on well-floured board, real thin."", ""Cut into 2-inch squares and drop in simmering broth where chicken was cooked."", ""Should have at least 2 quarts of broth."", ""Repeat with each ball, rolling thin, cutting into squares and dropping in broth."", ""Stir well and simmer about 10 minutes."", ""Add cut-up chicken."", ""If broth seems too thin, thicken with a little flour dissolved in water.""]",4
4893,4893,60 Minute Southern Rolls,"[""3 1/2 c. flour"", ""1 Tbsp. sugar"", ""1 tsp. salt"", ""1/2 tsp. baking soda"", ""1 pkg. yeast"", ""1 c. buttermilk"", ""1/4 c. water"", ""2 Tbsp. margarine"", ""additional flour for dusting""]","[""Set aside 1 cup flour."", ""In bowl mix remaining flour, sugar, salt, soda and yeast."", ""Heat buttermilk, water and margarine to 125\u00b0 to 130\u00b0."", ""Stir into dry ingredient mixture."", ""Mix in enough reserved flour to make soft dough."", ""Knead 3 minutes."", ""Press evenly in greased 9 x 9 x 2-inch pan."", ""Dust top with flour."", ""With sharp knife, score dough into 16 rolls; cover."", ""Let rise 20 minutes, then bake 20 to 25 minutes in a 350\u00b0 oven."", ""Remove from oven and break into rolls."", ""Serve warm.""]",4
4915,4915,Peanut Butter Cookies,"[""1/3 c. flour"", ""1/4 tsp. baking soda"", ""1/4 tsp. baking powder"", ""1/4 c. low-fat margarine"", ""4 Tbsp. peanut butter"", ""2 tsp. granulated sugar substitute"", ""2 tsp. brown sugar substitute"", ""1 egg, beaten""]","[""Sift dry ingredients together."", ""Cream margarine and peanut butter; beat until light and fluffy."", ""Add sugar substitutes and egg and beat well."", ""Add dry ingredients and mix into creamed mixture and mix well."", ""Drop by teaspoons onto lightly greased cookie sheet, flatten with tines of fork dipped in flour."", ""Bake in preheated oven at 375\u00b0 for 8 to 10 minutes."", ""Yield: 20 cookies. Carbohydrate 2.7 g, protein 1.3 g, fat 3.0 g, calories 41."", ""One cookie = 1/4 bread exchange, 1/2 fat lean meat exchange.""]",4
4962,4962,Baklava (Greek Pastry),"[""2 large pkg. filo dough"", ""3 c. sugar"", ""5 Tbsp. cinnamon"", ""1 Tbsp. cloves"", ""2 sticks butter"", ""1/4 c. lemon juice"", ""3 c. finely chopped pecans"", ""1 c. honey"", ""1/2 c. water""]","[""In saucepan, melt butter; set aside."", ""In bowl, mix sugar, cinnamon, cloves and pecans; set aside."", ""In large 13 x 9-inch pan, layer filo (3 or 4 sheets) and brush with butter."", ""Sprinkle with pecan mixture."", ""Layer more filo brushed with butter, pecan mixture, etc., ending with filo."", ""Cut into 4-inch square and cut 4-inch squares into 2-inch triangles."", ""Bake at 375\u00b0 until golden brown."", ""Cool.""]",4
5014,5014,"""Delightfully Quick Stir-Fry""","[""1 (14 oz.) can Contadina pasta ready"", ""1 (8 oz.) lobster or crab Louis Kemp Delights"", ""1 1/2 c. cooked rice"", ""other vegetables of your choice (optional)""]","[""Heat a little olive oil in your wok or pan."", ""Put the lobster Delights in the hot oil and cook until they are hot (about 2 to 3 minutes)."", ""Add the pasta ready and stir until the sauce is hot. Spoon over cooked rice (or pasta)."", ""If you wish to include other vegetables, cook them 5 to 7 minutes in the oil, then add the Lobster Delights.""]",4
5092,5092,Chinese Barbecued Pork,"[""1 lb. pork"", ""6 Tbsp. soy sauce"", ""1 green onion, chopped"", ""4 slices ginger"", ""2 Tbsp. wine"", ""1 garlic clove, cracked"", ""1 tsp. sugar"", ""1 Tbsp. honey"", ""1 Tbsp. oil""]","[""Cut pork into long strips about 2 inches wide and 2 inches thick."", ""Soak the first six ingredients for half a day or overnight."", ""Rub the meat (at room temperature) with garlic, sugar and honey."", ""Heat oven at 400\u00b0."", ""Roast the pork for 35 minutes, turning strips over once during roasting process."", ""Remove pork from oven and slice.""]",4
5099,5099,Steak In Beer Sauce,"[""1 1/2 lb. beef round steak (1-inch thick)"", ""2 Tbsp. cornstarch"", ""2 tsp. salt"", ""1/4 tsp. each: pepper and garlic"", ""2 Tbsp. oil"", ""1 large onion, sliced"", ""1 (12 oz.) beer"", ""1/4 tsp. hot pepper sauce"", ""1 Tbsp. brown sugar"", ""4 large carrots, sliced diagonally 1-inch thick""]","[""Pound steak."", ""Cut in thin slices."", ""Blend cornstarch and spices. Coat the meat slices and brown well in hot oil."", ""Add onion and cook 3 minutes."", ""Stir in the beer, pepper sauce and sugar. Bring to boil and simmer on low heat, covered 15 minutes."", ""Add carrots and simmer until meat and carrots are tender."", ""Serve over cooked rice.""]",4
5139,5139,Jelly Roll(Kaaretorttu)  ,"[""3 eggs"", ""1/2 c. sugar"", ""3/4 c. sifted white flour"", ""1/2 tsp. baking powder"", ""dash of salt"", ""1 tsp. vanilla"", ""1 c. fruit or berry jam"", ""1 c. cream, whipped or may use Cool Whip"", ""confectioners sugar""]","[""Beat eggs until light; add sugar and beat until thick."", ""Add the vanilla."", ""Sift flour with baking powder and salt and fold carefully into the egg mixture until well combined."", ""Line a jelly roll pan with waxed paper."", ""Butter it very well and sprinkle it generously with granulated sugar."", ""Spread the batter evenly in the pan and bake in a moderate 350\u00b0 oven for 20 minutes or until the cake is just set."", ""Turn out onto a clean tea towel that has been well dusted with confectioners sugar and roll up while still hot. Cool slightly, then unroll and remove from the towel."", ""When it has cooled, spread the inside of the roll with the jam and whipped cream."", ""Reroll."", ""May use fresh strawberries and Cool Whip inside, but make sure jelly roll is cool.""]",4
5147,5147,Grape Juice,"[""5 lb. grapes"", ""sugar"", ""2 c. water""]","[""Stem and wash grapes."", ""To each 5 pounds grapes, add 2 cups water."", ""Cover and let come slowly to a boil; simmer until well cooked."", ""Remove from heat and place in cloth sack to drain.""]",4
5165,5165,Venison Stew,"[""2 Tbsp. oil"", ""3 large onions, coarsely chopped"", ""1 Tbsp. Worcestershire sauce"", ""1 tsp. oregano"", ""1 tsp. pepper"", ""7 potatoes, peeled and quartered"", ""1 lb. carrots, cut into 1-inch pieces"", ""bottled browning sauce (optional)"", ""1 lb. venison stew meat"", ""2 garlic cloves, crushed"", ""1 bay leaf"", ""1 Tbsp. salt"", ""3 c. water"", ""1/4 c. flour"", ""1/4 c. cold water""]","[""Heat oil in a Dutch oven."", ""Brown meat."", ""Add onions, garlic, Worcestershire sauce, bay leaf, oregano, salt and pepper."", ""Simmer, covered, 1 1/2 to 2 hours or until meat is tender."", ""Add potatoes and carrots."", ""Continue to cook until vegetables are tender, about 30 to 45 minutes."", ""Mix flour and water."", ""Stir into stew."", ""Cook and stir until thickened and bubbly."", ""Add browning sauce, if desired. Remove bay leaf."", ""Makes 8 to 10 servings.""]",4
