,idx,title,ingredients,directions,#actions
50307,50307,Seafood Lasagne,"[""1/2 lb. medium raw shrimp"", ""1/2 lb. sea or bay scallops"", ""1 lb. sole fillets or catfish, flounder, grouper, mahi mahi"", ""2 shallots"", ""2 Tbsp. butter (more for baking dish)"", ""1/4 c. white wine"", ""1 Tbsp. vegetable oil"", ""1/4 c. flour"", ""2/3 c. heavy cream"", ""6 to 8 sprigs fresh parsley and basil"", ""1/2 lb. fresh or dried lasagne noodles"", ""3 oz. Gruyere cheese"", ""salt and pepper"", ""1 small onion"", ""2 c. milk"", ""1 bay leaf"", ""6 peppercorns"", ""1 lb. plum tomatoes"", ""6 oz. mushrooms"", ""2 Tbsp. butter"", ""1/4 tsp. hot red pepper flakes""]","[""Peel off the shells from the shrimp, starting at head end so tail can be nipped off easily."", ""Make a shallow cut along the back of each shrimp and remove the dark intestinal vein."", ""If the shrimp are large, cut them lengthwise in half."", ""If necessary, remove and discard the tough muscle at the side of each scallop."", ""Rinse scallops with cold water; drain and pat dry with paper towels. Cut large scallops crosswise in half."", ""Rinse the sole fillets with cold water and pat dry with paper towels."", ""Cut (slicing across fillets) into several pieces."", ""Refrigerate until ready to use. Peel the shallots and separate into sections if necessary."", ""Slice horizontally toward the root, leaving the slices attached at the root."", ""Slice vertically, again leaving the root end uncut, then cut across the shallot to make fine dice."", ""Heat butter in a medium saucepan."", ""Add the chopped shallots and saute, stirring, until soft but not brown, 1 to 2 minutes."", ""Add the shrimp and scallops and season with salt and pepper."", ""Cook over medium heat until shrimp turn pink and scallops become opaque, 2 to 3 minutes."", ""Add the white wine and bring just to a boil."", ""Remove the pan from the heat."", ""Lift out shrimp and scallops and reserve them."", ""Set the cooking liquid aside.""]",6
51241,51241,Pear Amber,"[""2 large oranges"", ""1 (No. 2) can crushed pineapple (1 lb. 40 oz.)"", ""12 medium size pears or 4 lb."", ""sugar"", ""1/2 c. maraschino cherries, thinly sliced""]","[""Wash oranges; cut up and remove seeds, then dice or grind coarsely, peeling and all."", ""Add drained pineapple and peeled and diced pears to orange mixture."", ""(The orange and pineapple mixture keeps the pears from getting dark.)"", ""Measure this mixture into a large, broad kettle."", ""For each cup, add 3 cups of sugar."", ""Heat slowly to boiling, stirring constantly."", ""Boil, stirring frequently, 20 to 30 minutes longer, until pears are transparent and mixture is as thick as you like."", ""Add cherries."", ""Remove from heat; let stand overnight."", ""Stir occasionally while cooling."", ""Heat to boil; pack into jars."", ""Makes 3 1/2 pints.""]",6
51486,51486,Tomato And Zucchini Casserole,"[""2 Tbsp. butter"", ""1/2 c. chopped green pepper"", ""1/4 c. chopped onion"", ""2 c. sliced zucchini (1/2-inch thick)"", ""1/2 c. soft bread crumbs"", ""1/4 c. grated Parmesan cheese"", ""1 tsp. salt"", ""dash of pepper"", ""2 medium tomatoes, cut in wedges"", ""1/2 c. shredded Cheddar cheese""]","[""Melt butter in small skillet."", ""Add green pepper and onion. Saute until tender."", ""In a mixing bowl, toss together zucchini, bread crumbs, Parmesan cheese, salt and pepper."", ""Add sauteed vegetables and mix well."", ""Place the mixture in buttered 1-quart casserole."", ""Bake in preheated 375\u00b0 oven for 20 minutes."", ""Remove from oven."", ""Arrange tomato wedges on top of casserole and bake 5 additional minutes."", ""Sprinkle Cheddar cheese over tomatoes and continue to bake until cheese is melted."", ""Serves 6.""]",6
52056,52056,Enchiladas,"[""1 lb. ground beef"", ""2 c. Mozzarella cheese"", ""2 c. Cheddar cheese"", ""10 corn tortillas"", ""1 Schilling enchilada mix"", ""2 (8 oz.) cans tomato sauce"", ""1 c. water""]","[""Boil together in saucepan the enchilada mix, tomato sauce and water."", ""Brown ground beef and drain fat."", ""Stir in 3/4 cup of sauce to meat."", ""Also add 1/2 cup Mozzarella and 1/2 cup Cheddar cheese to meat."", ""In a 9 x 13-inch pan, pour enough sauce to cover the bottom."", ""Dip tortilla shells into sauce and fill with 3 tablespoons of meat mixture, placing them seam down."", ""Pour remaining sauce over prepared enchiladas and remaining cheese. Bake at 350\u00b0 for 15 minutes and garnish with lettuce, tomato and sour cream before serving.""]",6
52067,52067,Sunday Entree,"[""2 or 3 pork chops or 2 medium pork steaks"", ""cauliflower and broccoli flowerets"", ""chopped bell pepper (if you like)"", ""1 can Sweet Sue or other chicken and dumplings""]","[""Pan-fry pork chops or steaks in water."", ""Cook until tender. Before meat is half done, toss in a few cauliflower and broccoli flowerets."", ""Cover and finish cooking meat."", ""Add only enough water to not scorch."", ""Turn down heat."", ""Add chopped bell pepper with flowerets, if you like."", ""Open up a can of chicken and dumplings. Spoon onto skillet mixture and heat without lid."", ""Be sure water is almost cooked away before adding dumplings."", ""Can be served from frying pan or pour into Pyrex dish, spooning meat over into dish first."", ""Finish in 325\u00b0 oven for about 20 to 25 minutes to set and brown around edge of dish."", ""Serve with salad and sliced tomatoes.""]",6
52165,52165,Pepper Steak,"[""1 1/2 lb. round steak, cut 1/2-inch thick"", ""1/8 tsp. black pepper"", ""1 3/4 c. water"", ""1 small clove garlic, minced"", ""1 3/4 c. water"", ""2 large green peppers, cut in strips"", ""1/4 c. flour"", ""1/2 tsp. salt"", ""1/4 c. cooking oil"", ""1/2 c. onion, chopped"", ""1 Tbsp. beef flavored gravy"", ""1 1/2 tsp. Worcestershire sauce"", ""1 (8 oz.) can tomatoes, drained"", ""hot cooked rice"", ""1 lb. hamburger or ground turkey"", ""32 oz. jar spaghetti sauce (Francisco Rinaldi)"", ""9 lasagna noodles"", ""24 oz. low-fat cottage cheese"", ""1 or 2 eggs (optional)"", ""salt"", ""pepper"", ""Italian seasoning"", ""garlic powder"", ""1/4 c. Parmesan cheese, grated"", ""8 oz. grated low-fat Mozzarella cheese""]","[""Brown meat, draining off and discarding fat."", ""Heat oven to 350\u00b0."", ""Pour 1/2 cup sauce in the bottom of a 9 x 13-inch baking dish."", ""Top with 3 noodles (the noodles won't quite fill the bottom)."", ""Just space them evenly and they will expand to fill gaps. Mix cottage cheese, eggs, salt, pepper, Italian seasoning, garlic powder and Parmesan cheese."", ""Top with 1/3 of the cheese mixture, mashing it with your fingers or a fork to spread it around the noodles."", ""It won't be even, but that's okay."", ""Top with 1/3 of the sauce."", ""Next layer:"", ""3 noodles, cottage cheese, meat and sauce. Top layer:"", ""3 noodles, cottage cheese, rest of sauce, 8 ounces grated Mozzarella cheese."", ""Cover the dish tightly with foil and bake for 1 hour."", ""Remove cover and bake 15 minutes longer."", ""Let sit 10 minutes before serving."", ""Serves 6.""]",6
52798,52798,Spaghetti Carbonara,"[""8 eggs"", ""8 Tbsp. grated Parmesan cheese"", ""1 lb. thin spaghetti"", ""1 lb. bacon or c. diced ham"", ""2 c. white wine (1 for the chef, 1 for the pot)""]","[""In a large pan (frying pan), fry cut up bacon until crisp. Drain off grease."", ""Pour in wine and simmer."", ""Meanwhile, as bacon is simmering, cook the spaghetti."", ""Then mix eggs and cheese together in a mixing bowl."", ""When spaghetti is ready, drain and return to pan."", ""Add the cheese and egg mixture, covering the spaghetti."", ""Mix thoroughly."", ""Finally, add wine and bacon mixture; mix thoroughly."", ""Serve immediately."", ""Serves 4.""]",6
53335,53335,Cherry-Cheese Coffee Cake,"[""1-8 oz. Cream Cheese, softened"", ""1/3 Cup Powdered Sugar"", ""1 Egg, separated"", ""1/2 Tsp. Vanilla or Almond Extract"", ""2 Cans (8 oz. each) Refrigerated Crescent Rolls"", ""1 Cup Cherry Pie Filling"", ""Powdered Sugar Glaze, optional""]","[""Beat cream cheese, sugar, egg yolk and extract together until smooth."", ""Remove rolls from cans."", ""Save 4 pieces of dough and arrange the other 12 pieces on 15 inch baking stone with the long points in the center."", ""The pieces will hang over the edge of the baking stone."", ""Push the dough together to cover the stone, leaving the center open."", ""Fold up the center tips of dough to leave hole in the middle."", ""Spread cream cheese mixture over dough."", ""Top with pie filling."", ""Press perforations on saved dough and cut lengthwise into 8 strips."", ""Twist each strip and lay over filling like spokes on a wheel."", ""Fold dough over spokes around outer edge and also fold tips of dough in center."", ""Brush dough with beaten egg white.""]",6
53439,53439,Peanut Butter Pie,"[""1 9-inch baked pie shell"", ""1 c. powdered sugar"", ""1/2 c. peanut butter, creamy"", ""1/4 c. cornstarch"", ""2/3 c. sugar"", ""1/4 tsp. salt"", ""2 c. scalded milk"", ""3 eggs, separated"", ""2 Tbsp. butter"", ""1/4 tsp. vanilla""]","[""Separate eggs, reserving egg whites for meringue."", ""Beat egg yolks."", ""Combine powdered sugar with peanut butter."", ""Blend until crumbly."", ""Spread 3/4 mixture into pie shell."", ""Combine sugar, salt and scalded milk together and mix well."", ""Pour small amount over egg yolks and mix well."", ""Return to mixture."", ""Cook in double boiler until mixture thickens."", ""It should look like pudding."", ""Add butter and vanilla. Remove from heat and pour into pie shell."", ""Top with meringue and sprinkle top with balance of peanut butter crumbs. Add shaved chocolate for decoration and taste."", ""Bake at 350\u00b0 until meringue is brown.""]",6
53515,53515,Spaghetti Carbonara,"[""4 eggs"", ""1 c. cream"", ""1 c. Parmesan cheese"", ""8 slices bacon"", ""2 cloves garlic"", ""1 - 16 oz pkg. spaghetti, uncooked"", ""salt to taste""]","[""Chop bacon into bite size pieces."", ""Fry with garlic until crisp. Drain off fat and reduce heat to warm."", ""In the mean time, beat eggs and add cream and Parmesan."", ""Beat until blended."", ""Add egg mixture to warm bacon and slowly warm to hot."", ""Do not cook the eggs."", ""While doing this have a pot of water boiling."", ""Cook spaghetti until done but still firm."", ""Drain and put back in the hot pan."", ""Pour egg mixture on spaghetti and toss until the hot noodles finish cooking the eggs."", ""Serve immediately."", ""This is great with French bread and a green salad.""]",6
53681,53681,Blueberry Nut Crunch,"[""1 large can crushed pineapple"", ""3 c. fresh or frozen blueberries"", ""3/4 c. sugar"", ""1 box yellow cake mix"", ""1 stick oleo"", ""1 c. chopped pecans"", ""1/4 c. sugar""]","[""Grease 9 x 13-inch baking dish."", ""Pour drained pineapple into dish, spreading evenly over bottom."", ""Add blueberries; spread evenly."", ""Add 3/4 cup sugar over this mixture (sprinkle)."", ""Sprinkle box of cake mix over the mixture."", ""Drizzle melted butter over cake mix."", ""Top with chopped nuts."", ""Sprinkle 1/4 cup sugar on top."", ""Bake in 350\u00b0 preheated oven for 35 to 40 minutes."", ""Take spoon, cut down through mixture several times so juice can come to top."", ""Cook for an additional 20 minutes or until crunchy on top."", ""Serve with Cool Whip.""]",6
53843,53843,California Veggies,"[""1 (1 lb.) frozen pkg. California vegetables (broccoli, cauliflower and carrots, can use fresh)"", ""8 oz. processed American cheese, cubed"", ""1 can mushroom soup, mixed with 1/2 soup can milk"", ""1 (7 or 8 oz.) pkg. seasoned croutons"", ""1 stick oleo, melted""]","[""About a peck of dandelion leaves will be required for a pint when cooked."", ""Look each over carefully and wash well in several waters; lay them in cold water for twenty minutes."", ""Put over to cook in an abundance of boiling water; put in a tablespoonful of salt and cook from thirty to forty minutes."", ""They will require a longer time if the leaves are not tender."", ""When done, put in a colander; drain and press out all the water."", ""Return to the stove in a saucepan; season with a little pepper and a teaspoonful of butter."", ""Cut through with a sharp knife and mix thoroughly."", ""Put in a hot dish and garnish, if liked, with slices of cold hard-boiled eggs."", ""Serve with vinegar."", ""Some prefer to boil a small piece of fat salt pork, well washed, with the dandelions, putting it in when the water is changed."", ""Dandelions make very nice greens and are considered very wholesome, but can rarely be obtained outside of rural districts."", ""They certainly should be as marketable as spinach.""]",6
54321,54321,Meat And Potato Pie,"[""3 Tbsp. vegetable oil"", ""3 c. coarsely shredded raw potatoes"", ""1 c. grated Swiss or Cheddar cheese"", ""3/4 c. cooked meat"", ""1/4 c. chopped onion"", ""1 c. evaporated milk"", ""2 eggs"", ""1/2 tsp. salt"", ""1/8 tsp. pepper"", ""1 Tbsp. parsley flakes""]","[""Preheat oven to 425\u00b0."", ""In a 9-inch pan stir together vegetable oil and potatoes."", ""Press evenly into pie crust shape."", ""Bake for 15 minutes or until golden brown."", ""Remove from oven."", ""Layer on cheese, meat and onion."", ""In a bowl beat together milk, eggs, salt and pepper."", ""Pour egg mixture over other ingredients."", ""Sprinkle with parsley flakes."", ""Return to oven and bake 30 minutes or until lightly brown."", ""Pie is done when knife inserted 1 inch from edge comes out clean."", ""Allow to cool 5 minutes before cutting.""]",6
54491,54491,Glazed Carrots,"[""1 1/2 lb. carrots (about 8 medium), pared and cut into 1-inch pieces"", ""2 c. stock or broth"", ""2 Tbsp. light brown sugar"", ""6 Tbsp. butter"", ""pinch of freshly ground black pepper"", ""freshly grated nutmeg to taste"", ""salt to taste""]","[""Combine carrots, stock and brown sugar in a heavy saucepan with lid; bring to a boil, then reduce the heat and cover tightly."", ""Cook the carrots until they are about half done, 10 to 15 minutes; then remove the lid from the pot."", ""Return the heat to medium-low and reduce the cooking liquid to a thick syrup."", ""As the syrup thickens, shake the pan frequently to keep the carrots from sticking."", ""When the syrup is thick, add the butter, pepper, nutmeg and salt."", ""When the butter is melted, shake the pan again, rolling the carrots gently in the glaze so each piece is covered."", ""Makes 4 servings.""]",6
54545,54545,Coconut-Pineapple Cake,"[""1 c. butter or margarine, softened"", ""2 c. sugar"", ""5 eggs"", ""3 c. sifted Softasilk cake flour or choice"", ""1 tsp. baking powder"", ""1 c. milk"", ""1 tsp. vanilla extract"", ""2 c. grated coconut""]","[""Cream butter; gradually add sugar."", ""Beat well at medium speed on electric mixer."", ""Add eggs, one at a time; beat well after adding each."", ""Combine flour and baking powder; add to creamed mixture alternating with milk; begin and end with flour."", ""Mix after adding each."", ""Stir in flavoring."", ""Pour batter into three greased and floured 9-inch round cake pans."", ""Bake at 350\u00b0 for 25 to 30 minutes or until wooden pick inserted in center comes out clean."", ""Cool in pans 10 minutes."", ""Remove from pans and cool."", ""Spread one layer with half of pineapple filling."", ""Sprinkle 1/3 cup coconut over filling. Repeat with the next layer."", ""Spread frosting on top and sides of cake and sprinkle with remaining coconut.""]",6
55247,55247,Roasted Venison(Hind Quarter)  ,"[""1 venison hind quarter"", ""oil and vinegar marinade""]","[""Clean all fat from meat."", ""Poke holes in meat."", ""Place meat in a roasting pan; cover with your favorite oil based salad dressing (Italian, red wine and vinegar, Caesar, etc.)."", ""Slice 2 large onions and add to pan."", ""Marinate for 2 to 12 hours."", ""Preheat oven to 300\u00b0; cook meat (covered) at 275\u00b0 for 1 1/2 to 2 hours or until meat is pulling from the bone."", ""Do not overcook."", ""Drippings make good stock for gravy."", ""Just add flour and water, mixed."", ""Will feed 12 to 15 people.""]",6
55736,55736,Lambert'S Throwed Rolls,"[""1 Tbsp. sugar"", ""1 pkg. dry active yeast"", ""1/4 c. warm water"", ""1 c. warm milk"", ""1/4 c. melted butter"", ""1/4 c. sugar"", ""1 egg, beaten at room temperature"", ""1 tsp. salt"", ""4 c. all-purpose flour""]","[""Combine sugar and yeast in warm water."", ""Let stand 5 to 10 minutes or until yeast begins to foam."", ""Thoroughly mix milk, butter, sugar, eggs and salt in a large mixing bowl."", ""Stir in the yeast mixture and 3 1/2 cups of flour, adding a bit more if necessary to make a soft, pliable dough."", ""Turn dough out on a floured board and let rest while you clean and butter a bowl. Knead dough gently for 4 to 5 minutes, adding flour, until the dough is smooth and silky."", ""Return the dough to the bowl; cover with plastic wrap and let rise in a warm place until the dough is doubled in size."", ""Butter a 12 cup muffin pan."", ""Punch down dough; pinch off pieces about 1 1/2-inches in diameter or enough to fill 1/2 of muffin cup and roll into smooth spheres."", ""Place two such pieces in each prepared muffin cups."", ""(It should be a tight fit.) Cover dough loosely with plastic wrap for 45 minutes."", ""Preheat oven to 350\u00b0."", ""Bake rolls 20 to 25 minutes or until light brown. Serve as soon as they cool enough to throw."", ""Makes 12 thrown rolls.""]",6
55814,55814,Strawberry Preserves,"[""1 qt. strawberries"", ""4 c. sugar"", ""1 lemon""]","[""De-cap strawberries and wash."", ""Place berries in colander. Pour boiling water over them completely, then spray (or rinse) with cold water thoroughly."", ""Place in a large pot and add 2 cups of sugar and juice from half of a lemon."", ""Turn stove on high, stirring until juice is a rolling boil."", ""Boil 5 minutes."", ""Remove. Add 2 cups more of sugar."", ""Bring to a rolling boil again 5 minutes. Pour in a large bowl."", ""Let stand 2 days. Remove white residue from top. Stir every so often."", ""Boil jars."", ""Add preserves and put a paraffin layer on top."", ""Let set, then paraffin layer again."", ""Put on lid.""]",6
56276,56276,Swiss Steak In Vegetable Sauce,"[""1 to 1 1/2 lb round steak"", ""1/4 c. flour"", ""1/2 tsp. Accent"", ""1/4 tsp. salt"", ""1/4 tsp. black pepper"", ""2 tsp. margarine"", ""1 1/4 c. beef broth"", ""1/2 to 3/4 cup hot water"", ""1/2 bay leaf"", ""1- 10 1/2 to 11 oz can of vegetable soup"", ""1/3 c. catsup""]","[""Set out electric skillet with tight lid."", ""Tenderize meat with meat hammer."", ""Mix flour, Accent, salt and pepper."", ""Dip meat in flour mixture."", ""Heat margarine in skillet, add steak and brown evenly on both sides."", ""Add beef broth, water and bay leaf to meat. Cover and simmer 1 1/4 hours, (may have to add more water)."", ""Remove meat to warm platter."", ""Pour vegetable soup and catsup into skillet and heat thoroughly and pour sauce over meat."", ""Remove bay leaf. Serves 6.""]",6
56839,56839,Burek,"[""2 lb. ground beef"", ""5 eggs"", ""1 medium onion, finely chopped"", ""3/4 c. oil, warmed"", ""salt and pepper"", ""1 1/2 c. club soda"", ""2 Tbsp. chicken soup base"", ""1 lb. filo dough""]","[""Fry onion until soft and transparent; add meat and chicken soup base."", ""Simmer until brown."", ""Drain."", ""Cool."", ""Grease 9 x 13-inch pan with warm oil."", ""Put 4 layers of filo dough in, sprinkling each with a little oil."", ""Add 1/3 of the meat mixture."", ""Add 6 more layers of dough; add another 1/3 of meat mixture."", ""Make a third layer of dough and meat mixture."", ""Save about 4 sheets of filo dough for the top."", ""Beat eggs until foamy."", ""Add remainder of oil and beat well."", ""Add club soda and mix well."", ""Put last 4 sheets of dough on top."", ""With a sharp knife, cut burek into serving pieces; pour egg mixture over and let sit 30 to 35 minutes."", ""Be sure sides are pressed down."", ""Bake in preheated 350\u00b0 oven for 30 to 35 minutes.""]",6
56974,56974,Rice Dressing,"[""3 c. cooked rice"", ""2 large onions, chopped finely"", ""salt and pepper"", ""1 lb. Owens sausage (hot)"", ""1 1/2 lb. ground chuck"", ""1 large bell pepper, chopped finely"", ""1 c. celery, chopped finely"", ""1 can chicken broth"", ""1 lb. Owens sausage (mild)"", ""1 c. sliced green onions""]","[""Brown all meat in large Dutch oven."", ""Pour off grease."", ""Salt and pepper meat."", ""Add celery, onion and bell pepper and cook until vegetables soften."", ""Add chicken broth and cook about 45 minutes, until almost dried out but still moist."", ""Remove from heat."", ""Add cooked rice and mix well."", ""Add raw green onions and mix well. Serve hot.""]",6
57505,57505,Cheese And Potato Soup,"[""4 cups broth (2 cans + water)"", ""6 medium-size russet potatoes, peeled and diced"", ""1 cup sliced baby carrots (purchased already peeled)"", ""1 tsp. salt"", ""1 tsp. dried, minced onion (or 1/2 cup fresh onion, diced)"", ""1/2 tsp. dried thyme"", ""1/2 tsp. powdered celery seasoning (or 1/2 cup fresh celery, chopped""]","[""Add broth and other ingredients listed above to pot."", ""Bring to a boil, reduce heat to medium and cook for 10 minutes."", ""Check for doneness of potatoes and adjust cooking time to allow for tenderness of potatoes (very soft). 3 cups milk:"", ""Slowly add milk to broth and stir thoroughly until milk/broth is warmed together. 1/3 cup flour, 1 cup cold water:"", ""In separate mixing cup, slowly add flour to COLD water and mix thoroughly."", ""Pour mixture slowly into broth/vegetables, stirring as you add it."", ""This will thicken the broth. 2 cups shredded cheddar cheese (mild or medium); 1/4 cup (approx.) at a time:"", ""Add cheese to broth, stirring until melted. Repeat until all cheese has been added.""]",6
58703,58703,Mama'S Angel Food Cake,"[""1 3/4 c. egg whites (12 to 14)"", ""1 1/4 c. sifted cake flour"", ""1 3/4 c. sugar"", ""1/4 tsp. salt"", ""1 1/2 tsp. cream of tartar"", ""1 tsp. vanilla extract"", ""1/2 tsp. almond extract""]","[""In a large bowl, let egg whites warm to room temperature (approximately 1 hour)."", ""Meanwhile, preheat oven to 375\u00b0."", ""Sift flour with 3/4 cup sugar; resift 3 more times and set aside."", ""Beat egg whites with salt and cream of tartar at high speed until peaks form."", ""Beat in remaining sugar, 1/4 cup at a time, beating well after each addition."", ""Continue beating until soft peaks form."", ""With rubber scraper or whisk, fold extracts into beaten egg whites. Sift flour mixture, 1/4 cup at a time, over egg whites."", ""With wire whisk, fold each addition with 15 strokes, rotating bowl a quarter turn after each addition."", ""Fold an additional 10 strokes."", ""Flour mixture should be blended into egg whites."", ""Gently push batter into ungreased 10-inch tube pan."", ""With spatula or knife, cut through batter twice."", ""Bake on lower oven rack for 35 to 40 minutes or until cake tester comes out clean."", ""Allow cake to cool on rack.""]",6
58903,58903,Arroz Con Pollo(Chicken And Rice - Spanish)  ,"[""1 large chicken or pkg. thighs and legs"", ""1 can tomato sauce"", ""1 green pepper, chopped"", ""1 large onion, chopped"", ""2 Tbsp. Crisco"", ""10 stuffed olives"", ""2 c. Uncle Ben's rice"", ""3 c. water with 1 bouillon cube"", ""1 tsp. oregano"", ""1 tsp. pepper"", ""1 tsp. garlic powder"", ""3 1/4 tsp. salt"", ""2 tsp. oil"", ""1 tsp. vinegar""]","[""Rub chicken with oregano mixture."", ""Brown chicken in lard. Reduce heat to moderate fire and add onions and green pepper; cook for 10 minutes."", ""Add tomato sauce and olives and cook for 10 minutes more."", ""Pour 2 cups of rice into 3 cups of boiling water; cook for 5 minutes, stirring occasionally."", ""Add chicken and sauces to rice and cook at moderate flame 15 minutes."", ""Cover pot and cook on low for another 15 to 20 minutes."", ""While cooking, turn rice from bottom to top with large spoon, not too often."", ""Serves 6.""]",6
59168,59168,Almond-Spinach Casserole(My Own Concoction)  ,"[""2 pkg. frozen spinach"", ""1/2 c. slivered almonds"", ""1/2 c. chopped celery"", ""1/2 c. chopped onion"", ""1 can cream of mushroom soup"", ""1/3 c. water"", ""1 chicken bouillon cube"", ""2 c. cooked rice""]","[""Thaw spinach; drain."", ""Melt 2 tablespoons butter in skillet. Saute almonds; set almonds aside."", ""In same skillet, saute celery and onion until golden brown (you might need to add another tablespoon of butter)."", ""Dilute 1 can soup with 1/3 cup water in which bouillon cube has been dissolved."", ""Add to sauteed vegetables."", ""Simmer 5 minutes."", ""Mix 1/2 of the soup mixture with spinach."", ""Mix remaining soup"", ""mixture with rice."", ""Pour spinach mixture into buttered baking dish."", ""Pour over this the rice mixture."", ""Sprinkle toasted almonds on top of rice mixture."", ""Bake at 350\u00b0 for 30 to 35 minutes."", ""Serves 8."", ""Casserole can be prepared in advance."", ""Freezes well.""]",6
60246,60246,Hearty Cheese Omelet,"[""6 slices bacon"", ""2 Tbsp. diced green pepper"", ""1/2 c. peeled, diced potato"", ""6 eggs"", ""1/4 tsp. salt"", ""1/2 c. finely shredded Cheddar cheese, divided"", ""tomato wedges (optional)"", ""fresh parsley sprigs (optional)"", ""2 Tbsp. chopped onion"", ""2 Tbsp. diced sweet red pepper"", ""2 Tbsp. water"", ""dash of ground white pepper""]","[""Cook bacon in a 10-inch skillet until crisp."", ""Remove bacon, reserving 2 tablespoons of drippings in skillet."", ""Crumble bacon, set aside. Saute onion and diced peppers in drippings until tender; add potato and cook until browned."", ""Remove vegetables with a slotted spoon, set aside and keep warm."", ""Combine eggs, water, salt and pepper in a bowl; whisk just until blended."", ""Pour egg mixture into hot skillet over medium heat."", ""As mixture starts to cook, gently life edges of omelet with a spatula and tilt pan so that uncooked portion flows underneath."", ""Sprinkle half of omelet with reserved vegetable mixture, all but 1 tablespoon crumbled bacon and 1/4 cup plus 2 tablespoons of shredded cheese."", ""Fold in half, transfer to plate."", ""Sprinkle with remaining bacon and cheese.""]",6
61334,61334,Chicken And Spaghetti,"[""1 boiled and boned chicken"", ""1 small onion, chopped"", ""1 bell pepper, chopped"", ""butter"", ""Tabasco (3 to 4 splashes)"", ""1 can stewed tomatoes"", ""garlic to taste"", ""salt and pepper to taste"", ""1 pkg. spaghetti"", ""1 c. Cheddar cheese""]","[""Boil chicken in seasoned water."", ""Remove chicken when done to cool."", ""Cook spaghetti in chicken broth left after cooking chicken. Drain all but 3/4 cup of broth off spaghetti."", ""While spaghetti is cooking, saute onion and pepper in butter until soft."", ""Add sauteed vegetables and remaining ingredients to cooked spaghetti."", ""Add boned chicken meat."", ""Heat until cheese is melted."", ""Salt and pepper to taste."", ""Add Tabasco to your families taste.""]",6
61337,61337,Chicken Fried Rice,"[""1 c. bean sprouts"", ""1 Tbsp. vegetable oil"", ""1 c. sliced mushrooms"", ""3 c. cold cooked regular rice"", ""1 c. cut up cooked chicken"", ""2 green onions (with tops), sliced (about 2 Tbsp.)"", ""1 Tbsp. vegetable oil"", ""2 eggs, slightly beaten"", ""3 Tbsp. soy sauce"", ""dash of white pepper""]","[""Rinse bean sprouts under running cold water; drain."", ""Heat 1 tablespoon vegetable oil in 10-inch skillet until hot."", ""Rotate skillet until oil covers bottom."", ""Cook and stir mushrooms in oil over medium heat until coated, about 1 minute."", ""Add bean sprouts, rice, chicken and onions; cook and stir over medium heat, breaking up rice, until hot, about 5 minutes."", ""Push rice mixture to side of skillet."", ""Add 1 tablespoon vegetable oil to skillet."", ""Add eggs; cook and stir over medium heat until eggs are thickened throughout but still moist."", ""Stir eggs into rice mixture."", ""Stir in soy sauce and white pepper."", ""Makes 4 servings.""]",6
61371,61371,Pots De Creme Au Chocolat(Mousse)  ,"[""2 c. half and half"", ""5 oz. semi-sweet chocolate sq."", ""6 egg yolks"", ""2 Tbsp. sugar"", ""1/4 tsp. salt"", ""2 tsp. vanilla extract"", ""1/4 c. heavy cream"", ""2 Tbsp. confectioners sugar""]","[""In a 1-quart saucepan over medium heat, heat half and half until tiny bubbles form around edge of saucepan (do not allow half and half to boil)."", ""Stir occasionally with rubber spatula."", ""Remove double boiler top to work surface and with rubber spatula, beat egg yolks into the melted chocolate until smooth, then stir in sugar."", ""Gradually stir half and half into the chocolate mixture until thoroughly blended."", ""Replace double boiler top over simmering (not boiling) water."", ""Cook, stirring constantly, until mixture coats back of spoon, about 15 minutes."", ""Stir in 2 teaspoons vanilla extract."", ""Pour mixture into 6 (6 ounce) cups or stemmed glasses."", ""Refrigerate for about 4 hours or until mixture has set.""]",6
61911,61911,Perfect Pot Roast,"[""2 Tbsp. vegetable oil"", ""1 (4 or 5 lb.) beef rump or brisket"", ""2 c. onion, chopped"", ""3 large carrots, peeled and chopped"", ""2 stalks celery, chopped"", ""3 garlic cloves, minced"", ""2 c. dry red wine"", ""1 c. beef stock or water"", ""2 Tbsp. tomato paste"", ""salt and pepper to taste"", ""1 tsp. dried thyme"", ""pinch of cinnamon"", ""1 bay leaf"", ""1 Tbsp. cornstarch, dissolved in 1 Tbsp. water""]","[""Preheat oven to 350\u00b0."", ""Heat oil in heavy Dutch oven."", ""Add meat and brown on all sides."", ""Remove meat and add onion, celery and garlic."", ""Cook until tender."", ""Add rest of ingredients."", ""Drain off fat."", ""Add meat."", ""Cover and cook 2 1/2 or 3 hours."", ""Transfer meat to warm platter."", ""Strain and return sauce to stove; work in cornstarch."", ""Bring to a simmer, stirring often until thickens. Season with salt and pepper."", ""Slice meat and pour some of the gravy over the meat."", ""Pass the rest."", ""Serves 8.""]",6
